Solyc02g068510.1.1	Zinc-binding protein (AHRD V1 **-- Q948W7_PEA); contains Interpro domain(s)  IPR006734  Protein of unknown function DUF597 
Solyc02g068520.1.1	Unknown Protein (AHRD V1)
Solyc02g068530.2.1	UDP-N-acetylglucosamine pyrophosphorylase (AHRD V1 **** B6T8T3_MAIZE); contains Interpro domain(s)  IPR002618  UTP--glucose-1-phosphate uridylyltransferase 
Solyc02g068540.1.1	LRR receptor-like serine/threonine-protein kinase, RLP
Solyc02g068550.1.1	Protein FAR1-RELATED SEQUENCE 4 (AHRD V1 ***- FRS4_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc02g068560.2.1	Chromodomain helicase DNA binding protein 5 (AHRD V1 *--- A2A8L1_MOUSE); contains Interpro domain(s)  IPR000330  SNF2-related 
Solyc02g068570.1.1	Unknown Protein (AHRD V1)
Solyc02g068580.1.1	Histone acetyltransferase type B catalytic subunit (AHRD V1 **** D3PHV3_9MAXI); contains Interpro domain(s)  IPR000182  GCN5-related N-acetyltransferase 
Solyc02g068590.2.1	Potassium transporter (AHRD V1 **** A9STU4_PHYPA); contains Interpro domain(s)  IPR003855  K+ potassium transporter 
Solyc02g068600.2.1	Genomic DNA chromosome 5 P1 clone MUK11 (AHRD V1 **-- Q9FMD0_ARATH)
Solyc02g068610.1.1	Genomic DNA chromosome 5 P1 clone MIK22 (AHRD V1 ***- Q9FFL9_ARATH); contains Interpro domain(s)  IPR002110  Ankyrin 
Solyc02g068620.1.1	Unknown Protein (AHRD V1)
Solyc02g068630.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LRG2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g068640.2.1	Pyrroline-5-carboxylate reductase (AHRD V1 **** D2DEW0_PHYES); contains Interpro domain(s)  IPR000304  Delta 1-pyrroline-5-carboxylate reductase 
Solyc02g068650.1.1	tRNA guanine-N7 methyltransferase (AHRD V1 **** C1BTP4_9MAXI); contains Interpro domain(s)  IPR003358  tRNA (guanine-N-7) methyltransferase 
Solyc02g068660.1.1	Receptor-like protein kinase At3g21340 (AHRD V1 *-** RLK6_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
Solyc02g068670.1.1	Ankyrin repeat-containing protein At3g12360 (AHRD V1 **-- Y3236_ARATH); contains Interpro domain(s)  IPR002110  Ankyrin 
Solyc02g068680.1.1	CHP-rich zinc finger protein-like (AHRD V1 **-- Q9FK70_ARATH); contains Interpro domain(s)  IPR011424  C1-like 
Solyc02g068690.2.1	Exostosin family protein-like protein (AHRD V1 **-- Q84SM6_ORYSJ); contains Interpro domain(s)  IPR004263  Exostosin-like 
Solyc02g068700.2.1	Histidine triad (HIT) protein (AHRD V1 **-- Q2MGQ9_MEDTR); contains Interpro domain(s)  IPR001310  Histidine triad (HIT) protein 
Solyc02g068710.2.1	ParB domain protein nuclease (AHRD V1 **-- B8HYI6_CYAP4); contains Interpro domain(s)  IPR016692  Sulfiredoxin 
Solyc02g068720.2.1	Nck-associated protein 1 (AHRD V1 **-- B7ZGK5_LOTJA); contains Interpro domain(s)  IPR019137  Nck-associated protein 1 
Solyc02g068730.2.1	chaperonin (AHRD V1 ***- B2IXD2_NOSP7); contains Interpro domain(s)  IPR001844  Chaperonin Cpn60 
Solyc02g068740.2.1	Glycine cleavage system H protein 1 (AHRD V1 ***- B6UHJ7_MAIZE); contains Interpro domain(s)  IPR017453  Glycine cleavage H-protein, subgroup 
Solyc02g068750.1.1	O-sialoglycoprotein endopeptidase (AHRD V1 ***- B6TBH3_MAIZE); contains Interpro domain(s)  IPR009180  Peptidase M22, O-sialoglycoprotein endopeptidase 
Solyc02g068760.2.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LHS5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g068770.2.1	50S ribosomal protein L30 (AHRD V1 --*- C0B6M9_9FIRM); contains Interpro domain(s)  IPR005996  Ribosomal protein L30, bacterial-type 
Solyc02g068780.2.1	Genomic DNA chromosome 5 TAC clone K22G18 (AHRD V1 *--- Q9FH52_ARATH); contains Interpro domain(s)  IPR013989  Development and cell death domain 
Solyc02g068790.2.1	Lactosylceramide 4-alpha-galactosyltransferase (AHRD V1 *-*- A4GAT_MOUSE); contains Interpro domain(s)  IPR007652  Alpha 1,4-glycosyltransferase conserved region 
Solyc02g068800.1.1	Unknown Protein (AHRD V1)
Solyc02g068810.1.1	Genomic DNA chromosome 5 P1 clone MUK11 (AHRD V1 --*- Q9LZ27_ARATH)
Solyc02g068820.1.1	Receptor like kinase, RLK
Solyc02g068830.1.1	Receptor like kinase, RLK
Solyc02g068840.1.1	Unknown Protein (AHRD V1)
Solyc02g068850.1.1	Unknown Protein (AHRD V1)
Solyc02g068860.1.1	Unknown Protein (AHRD V1)
Solyc02g068870.1.1	Unknown Protein (AHRD V1)
Solyc02g068880.1.1	Receptor-interacting serine/threonine-protein kinase 2 (AHRD V1 **** RIPK2_MOUSE); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
Solyc02g068890.2.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MTZ6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g068900.2.1	Glutathione transferase (AHRD V1 **** Q2KKB6_THLCA); contains Interpro domain(s)  IPR016639  Glutathione S-transferase, predicted 
Solyc02g068910.2.1	Peptidase trypsin-like serine and cysteine proteases (Fragment) (AHRD V1 ***- A2Q138_MEDTR); contains Interpro domain(s)  IPR009003  Peptidase, trypsin-like serine and cysteine 
Solyc02g068920.2.1	Lecithin cholesterol acyltransferase (AHRD V1 ***- A2Q294_MEDTR); contains Interpro domain(s)  IPR003386  Lecithin:cholesterol acyltransferase 
Solyc02g068930.2.1	Cytochrome c6 (AHRD V1 ***- D7MKY9_ARALY); contains Interpro domain(s)  IPR003088  Cytochrome c, class I 
Solyc02g068940.1.1	Unknown Protein (AHRD V1)
Solyc02g068950.1.1	Unknown Protein (AHRD V1)
Solyc02g068960.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type 
Solyc02g068970.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type 
Solyc02g068980.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type 
Solyc02g068990.2.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type 
Solyc02g069000.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type 
Solyc02g069010.2.1	Inositol monophosphatase family protein (AHRD V1 **** D7KK98_ARALY); contains Interpro domain(s)  IPR000760  Inositol monophosphatase 
Solyc02g069020.2.1	Phloem protein 2 (AHRD V1 **-- D0R6I5_MALDO)
Solyc02g069030.2.1	Phloem protein 2 (AHRD V1 **-- D0R6I5_MALDO)
Solyc02g069040.2.1	Phloem protein 2 (AHRD V1 ***- Q9LLT3_CUCMO)
Solyc02g069050.1.1	Genomic DNA chromosome 5 P1 clone MFC19 (AHRD V1 ***- Q9FHI2_ARATH); contains Interpro domain(s)  IPR007658  Protein of unknown function DUF594 
Solyc02g069060.2.1	Phloem lectin (AHRD V1 --*- Q8LK67_9ROSI)
Solyc02g069070.2.1	Ribonuclease H2 subunit C (AHRD V1 ***- C0H7J5_SALSA); contains Interpro domain(s)  IPR013924  Ribonuclease H2, subunit C 
Solyc02g069080.2.1	Unknown Protein (AHRD V1)
Solyc02g069090.2.1	Cathepsin B (AHRD V1 ***- Q1HER6_NICBE); contains Interpro domain(s)  IPR015643  Peptidase C1A, cathepsin B 
Solyc02g069100.2.1	Cathepsin B (AHRD V1 ***- Q1HER6_NICBE); contains Interpro domain(s)  IPR015643  Peptidase C1A, cathepsin B 
Solyc02g069110.2.1	Cathepsin B (AHRD V1 ***- Q1HER6_NICBE); contains Interpro domain(s)  IPR015643  Peptidase C1A, cathepsin B 
Solyc02g069120.2.1	Zinc-finger protein ZPR1 (AHRD V1 ***- C1BIY5_OSMMO); contains Interpro domain(s)  IPR004457  Zinc finger, ZPR1-type 
Solyc02g069130.2.1	Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- B1WW43_CYAA5); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type 
Solyc02g069140.1.1	Leucyl-tRNA synthetase (AHRD V1 **** Q0IF77_AEDAE); contains Interpro domain(s)  IPR004493  Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic 
Solyc02g069150.2.1	Vesicle-associated membrane protein 7B (AHRD V1 **-- D7KE73_ARALY); contains Interpro domain(s)  IPR001388  Synaptobrevin 
Solyc02g069160.2.1	RNA-binding protein (AHRD V1 *--- Q16HY2_AEDAE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc02g069170.1.1	Os12g0574800 protein (Fragment) (AHRD V1 *-*- Q0IME3_ORYSJ); contains Interpro domain(s)  IPR006565  Bromodomain transcription factor 
Solyc02g069180.2.1	Protein binding protein (AHRD V1 **-- D7L0L7_ARALY)
Solyc02g069190.2.1	Zinc transporter protein (AHRD V1 **** D5LMF9_9FABA); contains Interpro domain(s)  IPR004698  Zinc/iron permease, fungal and plant 
Solyc02g069200.1.1	Zinc transporter protein (AHRD V1 **** C0L438_9MAGN); contains Interpro domain(s)  IPR004698  Zinc/iron permease, fungal and plant 
Solyc02g069210.2.1	Metal ion transporter-like protein (AHRD V1 **** B4YHA7_HORVU); contains Interpro domain(s)  IPR004698  Zinc/iron permease, fungal and plant 
Solyc02g069220.1.1	Unknown Protein (AHRD V1)
Solyc02g069230.2.1	IBR finger domain-containing protein (AHRD V1 *--- C1GML6_PARBD); contains Interpro domain(s)  IPR002867  Zinc finger, C6HC-type 
Solyc02g069240.1.1	Protein-O-fucosyltransferase 1 (AHRD V1 ***- Q659R8_ORYSA)
Solyc02g069250.2.1	Cinnamyl alcohol dehydrogenase-like protein (AHRD V1 **** A9PHZ1_POPTR); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing 
Solyc02g069260.2.1	ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi 
Solyc02g069270.2.1	ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi 
Solyc02g069280.2.1	ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi 
Solyc02g069290.2.1	Transducin-like (AHRD V1 **-- Q6H6D6_ORYSJ); contains Interpro domain(s)  IPR011989  Armadillo-like helical 
Solyc02g069300.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
Solyc02g069310.2.1	NPR1-2 protein (Fragment) (AHRD V1 ***- B8XQT6_SOYBN); contains Interpro domain(s)  IPR013069  BTB/POZ 
Solyc02g069320.1.1	Genomic DNA chromosome 5 P1 clone MPH15 (AHRD V1 **-- Q9FG25_ARATH); contains Interpro domain(s)  IPR003690  Mitochodrial transcription termination factor-related 
Solyc02g069330.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
Solyc02g069340.2.1	RNA 3&apos-terminal phosphate cyclase-like protein (AHRD V1 ***- Q67XN9_ARATH); contains Interpro domain(s)  IPR016443  RNA 3'-terminal phosphate cyclase-like, eukaryotic 
Solyc02g069350.2.1	Transmembrane protein 56 (AHRD V1 ***- B6TI82_MAIZE); contains Interpro domain(s)  IPR006634  TRAM, LAG1 and CLN8 homology 
Solyc02g069360.1.1	Aspartic proteinase nepenthesin-2 (AHRD V1 **-- B6SJT4_MAIZE); contains Interpro domain(s)  IPR001461  Peptidase A1 
Solyc02g069370.2.1	Ras-related protein Rab-5C (AHRD V1 ***- C1C0G6_9MAXI); contains Interpro domain(s)  IPR015599  Rab5-related 
Solyc02g069380.2.1	Cation cation antiporter (AHRD V1 **** B6T2U8_MAIZE); contains Interpro domain(s)  IPR019150  Vesicle transport protein, Use1 
Solyc02g069390.1.1	Sh4 homologue protein (AHRD V1 *-*- B6ZKM0_9POAL); contains Interpro domain(s)  IPR017877  MYB-like 
Solyc02g069400.2.1	Enhanced disease susceptibility 1 (Fragment) (AHRD V1 *--- B2BDU4_ARALY); contains Interpro domain(s)  IPR002921  Lipase, class 3 
Solyc02g069410.2.1	HAD-superfamily hydrolase subfamily IA variant 3 containing protein expressed (AHRD V1 *-*- Q10I42_ORYSJ)
Solyc02g069420.2.1	Phospholipid-translocating P-type ATPase flippase family protein (AHRD V1 **** A2DBI9_TRIVA); contains Interpro domain(s)  IPR006539  ATPase, P-type, phospholipid-translocating, flippase 
Solyc02g069430.2.1	Phospholipid-transporting ATPase (AHRD V1 **** C1HB29_PARBA); contains Interpro domain(s)  IPR001757  ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
Solyc02g069440.2.1	LOB domain protein 4 (AHRD V1 ***- D7KL24_ARALY); contains Interpro domain(s)  IPR004883  Lateral organ boundaries, LOB 
Solyc02g069450.2.1	Photosystem I reaction center subunit III (AHRD V1 ***- Q9XQB4_PHAAU); contains Interpro domain(s)  IPR003666  Photosystem I reaction centre protein PsaF, subunit III 
Solyc02g069460.2.1	Photosystem I reaction center subunit III (AHRD V1 ***- Q9XQB4_PHAAU); contains Interpro domain(s)  IPR003666  Photosystem I reaction centre protein PsaF, subunit III 
Solyc02g069470.2.1	Inter-alpha-trypsin inhibitor heavy chain H3 (AHRD V1 *--- ITIH3_MESAU); contains Interpro domain(s)  IPR002035  von Willebrand factor, type A 
Solyc02g069480.1.1	Polygalacturonase (AHRD V1 ***- B6UB39_MAIZE); contains Interpro domain(s)  IPR000743  Glycoside hydrolase, family 28 
Solyc02g069490.2.1	FAD linked oxidase domain protein (AHRD V1 **-- D1VPW7_9ACTO); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal 
Solyc02g069500.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MEV2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g069510.1.1	Light-dependent short hypocotyls 1 (AHRD V1 ***- D7M6V0_ARALY); contains Interpro domain(s)  IPR006936  Protein of unknown function DUF640 
Solyc02g069520.2.1	Unknown Protein (AHRD V1)
Solyc02g069530.1.1	Unknown Protein (AHRD V1)
Solyc02g069540.1.1	Unknown Protein (AHRD V1)
Solyc02g069550.1.1	Prune homolog 2 (AHRD V1 *-*- D6RTK6_HUMAN)
Solyc02g069560.2.1	Chloroplast unusual positioning 1A (AHRD V1 *--- A2V813_PHYPA); contains Interpro domain(s)  IPR015425  Actin-binding FH2 
Solyc02g069570.2.1	Pentatricopeptide repeat-containing protein (AHRD V1 *-*- D7LDK6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g069580.2.1	UDP-glucose 4-epimerase (AHRD V1 **** B1XPB1_SYNP2); contains Interpro domain(s)  IPR005886  UDP-glucose 4-epimerase 
Solyc02g069590.2.1	Coatomer protein epsilon subunit family protein (AHRD V1 ***- D7KFM4_ARALY); contains Interpro domain(s)  IPR006822  Coatomer, epsilon subunit 
Solyc02g069600.2.1	Cytochrome P450
Solyc02g069610.2.1	Protein transport protein GOT1 (AHRD V1 **-- GOT1_YEAST); contains Interpro domain(s)  IPR007305  Got1-like protein 
Solyc02g069620.2.1	Ribose 5-phosphate isomerase-like (AHRD V1 ***- Q2LC22_9ASTR); contains Interpro domain(s)  IPR004788  Ribose 5-phosphate isomerase 
Solyc02g069630.2.1	Subtilisin-like serine protease (AHRD V1 **-* Q948Q4_ARATH); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related 
Solyc02g069640.2.1	Gamma-soluble NSF attachment protein (AHRD V1 **** C1BLH4_OSMMO); contains Interpro domain(s)  IPR000744  NSF attachment protein 
Solyc02g069650.1.1	Vacuolar sorting-associated protein (AHRD V1 *-*- C0NTA8_AJECG); contains Interpro domain(s)  IPR012501  Vps54-like 
Solyc02g069660.2.1	Vacuolar protein sorting-associated protein 54 (AHRD V1 ***- B0CS25_LACBS)
Solyc02g069670.2.1	Alpha-glucosidase 1 (AHRD V1 **** O22444_ARATH); contains Interpro domain(s)  IPR000322  Glycoside hydrolase, family 31 
Solyc02g069680.2.1	Charged multivesicular body protein 2a (AHRD V1 ***- B6TQT7_MAIZE); contains Interpro domain(s)  IPR005024  Snf7 
Solyc02g069690.1.1	FAD-binding domain-containing protein (AHRD V1 **-- D7MMH5_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal 
Solyc02g069700.1.1	Unknown Protein (AHRD V1)
Solyc02g069710.2.1	Sodium/calcium exchanger protein (AHRD V1 *-** B6K816_SCHJY); contains Interpro domain(s)  IPR004837  Sodium/calcium exchanger membrane region 
Solyc02g069720.2.1	Zinc finger protein LSD1 (AHRD V1 **-- Q8W195_BRAOL); contains Interpro domain(s)  IPR005735  Zinc finger, LSD1-type 
Solyc02g069730.2.1	UPF0497 membrane protein 15 (AHRD V1 ***- U497F_RICCO); contains Interpro domain(s)  IPR006459  Uncharacterised protein family UPF0497, trans-membrane plant subgroup 
Solyc02g069740.2.1	Lysine-specific demethylase 5B (AHRD V1 *--- KDM5B_MOUSE); contains Interpro domain(s)  IPR013129  Transcription factor jumonji 
Solyc02g069750.1.1	Choline/ethanolamine kinase (AHRD V1 **** B6TU35_MAIZE); contains Interpro domain(s)  IPR002573  Choline/ethanolamine kinase 
Solyc02g069760.1.1	RING-finger protein-like (AHRD V1 *-*- Q5QLR6_ORYSJ); contains Interpro domain(s)  IPR018957  Zinc finger, C3HC4 RING-type 
Solyc02g069770.2.1	Guanine nucleotide-binding protein subunit beta-like protein (AHRD V1 *--* GBLP_CHLRE); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region 
Solyc02g069780.2.1	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (AHRD V1 **** SAPS3_CHICK); contains Interpro domain(s)  IPR007587  SIT4 phosphatase-associated protein 
Solyc02g069790.2.1	Splicing factor 45 (AHRD V1 ***- B6TI71_MAIZE); contains Interpro domain(s)  IPR016967  Splicing factor, SPF45 
Solyc02g069800.1.1	CXE carboxylesterase (AHRD V1 **-- Q0ZPU6_ACTCH); contains Interpro domain(s)  IPR013094  Alpha/beta hydrolase fold-3 
Solyc02g069810.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR001025  Bromo adjacent region 
Solyc02g069820.2.1	UPF0459 protein C19orf50 homolog (AHRD V1 ***- CS050_DANRE); contains Interpro domain(s)  IPR019371  Domain of unknown function KxDL 
Solyc02g069830.2.1	Class III homeodomain-leucine zipper (AHRD V1 ***- Q1WD30_GINBI); contains Interpro domain(s)  IPR013978  MEKHLA 
Solyc02g069840.2.1	50S ribosomal protein L20 (AHRD V1 ***- B9GNB5_POPTR); contains Interpro domain(s)  IPR005812  Ribosomal protein L20, bacterial-type 
Solyc02g069850.2.1	40S ribosomal protein S25-1 (AHRD V1 ***- B4FG22_MAIZE); contains Interpro domain(s)  IPR004977  Ribosomal protein S25 
Solyc02g069860.2.1	Nuclear transcription factor Y subunit A-7 (AHRD V1 ***- B6TY54_MAIZE); contains Interpro domain(s)  IPR001289  CCAAT-binding transcription factor, subunit B 
Solyc02g069870.1.1	Unknown Protein (AHRD V1)
Solyc02g069880.2.1	E3 ubiquitin-protein ligase sina (AHRD V1 **-* B0WR23_CULQU); contains Interpro domain(s)  IPR004162  Seven in absentia protein 
Solyc02g069890.1.1	Unknown Protein (AHRD V1)
Solyc02g069900.1.1	Unknown Protein (AHRD V1)
Solyc02g069910.1.1	Unknown Protein (AHRD V1)
Solyc02g069920.2.1	Long-chain-fatty-acid CoA ligase (AHRD V1 **** A4A722_9GAMM); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase 
Solyc02g069930.1.1	Lipase-like protein (AHRD V1 **-- Q9M3D1_ARATH); contains Interpro domain(s)  IPR000073  Alpha/beta hydrolase fold-1 
Solyc02g069940.2.1	WPP domain-associated protein (Fragment) (AHRD V1 ***- WAP_SOLLC)
Solyc02g069950.2.1	Ribosomal RNA assembly protein mis3 (AHRD V1 **-- C5FFH1_NANOT)
Solyc02g069960.2.1	NAC domain protein IPR003441 (AHRD V1 *-*- B9HH05_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein 
Solyc02g069970.2.1	Pto-like, Serine/threonine kinase protein, resistance protein
Solyc02g069980.2.1	PHD and RING finger domain-containing protein 1 (AHRD V1 *--- PHRF1_HUMAN); contains Interpro domain(s)  IPR019787  Zinc finger, PHD-finger 
Solyc02g069990.1.1	Unknown Protein (AHRD V1)
Solyc02g070000.2.1	Receptor like kinase, RLK
Solyc02g070010.1.1	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LPW5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
Solyc02g070020.1.1	UDP-glucosyltransferase (AHRD V1 **-* Q8LKG3_STERE); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 
Solyc02g070030.2.1	Methyltransferase type 12 (AHRD V1 *-*- D3Q922_STANL); contains Interpro domain(s)  IPR013217  Methyltransferase type 12 
Solyc02g070040.1.1	Ethylene-responsive nuclear protein (AHRD V1 *-*- Q38MV1_SOLLC)
Solyc02g070050.2.1	Fatty acid hydroxylase family protein expressed (AHRD V1 **** Q9AY73_ORYSJ); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase 
Solyc02g070060.1.1	FAD-binding domain-containing protein (AHRD V1 **-- D7MFH6_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal 
Solyc02g070070.1.1	FAD-binding domain-containing protein (AHRD V1 **-- D7KFP2_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal 
Solyc02g070080.2.1	1-aminocyclopropane-1-carboxylate oxidase 1 (AHRD V1 **-- ACCO1_ORYSJ); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
