itag,length
Solyc03g115050.2.1,1845
Solyc03g115070.1.1,1908
Solyc03g115100.2.1,1953
Solyc03g115110.2.1,975
Solyc03g115120.1.1,1119
Solyc03g115140.2.1,1869
Solyc03g115150.2.1,1944
Solyc03g115170.1.1,228
Solyc03g115190.2.1,141
Solyc03g115200.2.1,564
Solyc03g115220.2.1,1545
Solyc03g115230.2.1,2736
Solyc03g115240.2.1,1869
Solyc03g115250.2.1,5286
Solyc03g115270.1.1,780
Solyc03g115330.1.1,444
Solyc03g115360.2.1,432
Solyc03g115370.2.1,2193
Solyc03g115380.1.1,1443
Solyc03g115390.2.1,2730
Solyc03g115400.1.1,414
Solyc03g115410.2.1,780
Solyc03g115420.1.1,1200
Solyc03g115440.1.1,1323
Solyc03g115460.1.1,780
Solyc03g115470.2.1,1032
Solyc03g115490.1.1,267
Solyc03g115500.2.1,1623
Solyc03g115510.1.1,3051
Solyc03g115520.2.1,3420
Solyc03g115550.2.1,111
Solyc03g115560.2.1,1368
Solyc03g115580.2.1,1173
Solyc03g115590.2.1,2256
Solyc03g115630.2.1,1281
Solyc03g115640.2.1,537
Solyc03g115650.2.1,489
Solyc03g115660.2.1,2076
Solyc03g115670.1.1,1389
Solyc03g115680.2.1,1563
Solyc03g115700.2.1,1515
Solyc03g115720.2.1,1320
Solyc03g115730.2.1,729
Solyc03g115740.1.1,1353
Solyc03g115760.2.1,666
Solyc03g115770.2.1,1659
Solyc03g115780.1.1,1410
Solyc03g115790.1.1,1659
Solyc03g115810.2.1,1854
Solyc03g115820.2.1,849
Solyc03g115840.2.1,2163
Solyc03g115860.2.1,591
Solyc03g115870.2.1,735
Solyc03g115880.1.1,222
Solyc03g115890.2.1,753
Solyc03g115900.2.1,756
Solyc03g115940.2.1,1506
Solyc03g115980.1.1,1395
Solyc03g115990.1.1,1239
Solyc03g116000.1.1,1866
Solyc03g116020.2.1,621
Solyc03g116030.2.1,936
Solyc03g116040.2.1,1470
Solyc03g116060.2.1,315
Solyc03g116100.2.1,1002
Solyc03g116110.2.1,1110
Solyc03g116140.2.1,1227
Solyc03g116150.2.1,1755
Solyc03g116170.2.1,762
Solyc03g116320.2.1,1230
Solyc03g116330.2.1,918
Solyc03g116340.2.1,726
Solyc03g116350.2.1,531
Solyc03g116360.1.1,2841
Solyc03g116370.2.1,804
Solyc03g116380.2.1,1881
Solyc03g116410.1.1,534
Solyc03g116500.2.1,1359
Solyc03g116550.2.1,1329
Solyc03g116560.1.1,2445
Solyc03g116590.2.1,588
Solyc03g116600.2.1,444
Solyc03g116640.2.1,318
Solyc03g116670.2.1,948
Solyc03g116680.2.1,1182
Solyc03g116710.2.1,636
Solyc03g116730.2.1,1164
Solyc03g116740.2.1,882
Solyc03g116750.2.1,3399
Solyc03g116760.2.1,1104
Solyc03g116780.2.1,783
Solyc03g116790.2.1,1497
Solyc03g116800.2.1,423
Solyc03g116810.2.1,1773
Solyc03g116820.2.1,939
Solyc03g116830.2.1,1374
Solyc03g116840.1.1,4317
Solyc03g116870.2.1,1392
Solyc03g116880.2.1,1188
Solyc03g116890.2.1,1053
Solyc03g116900.2.1,1569
Solyc03g116910.2.1,999
Solyc03g116920.1.1,3498
Solyc03g116970.1.1,1287
Solyc03g117000.2.1,483
Solyc03g117010.2.1,2994
Solyc03g117020.2.1,1110
Solyc03g117030.1.1,825
Solyc03g117040.2.1,1458
Solyc03g117050.2.1,921
Solyc03g117060.2.1,903
Solyc03g117080.2.1,693
Solyc03g117090.2.1,714
Solyc03g117100.2.1,678
Solyc03g117110.2.1,690
Solyc03g117120.2.1,3039
Solyc03g117180.2.1,1341
Solyc03g117200.2.1,534
Solyc03g117210.2.1,834
Solyc03g117270.1.1,1272
Solyc03g117280.2.1,1611
Solyc03g117290.1.1,447
Solyc03g117300.2.1,1692
Solyc03g117320.2.1,915
Solyc03g117330.2.1,1515
Solyc03g117340.1.1,546
Solyc03g117350.1.1,1419
Solyc03g117360.2.1,3393
Solyc03g117370.2.1,1218
Solyc03g117410.2.1,432
Solyc03g117420.2.1,1821
Solyc03g117430.2.1,1380
Solyc03g117440.2.1,1788
Solyc03g117470.2.1,894
Solyc03g117480.2.1,2304
Solyc03g117490.2.1,1569
Solyc03g117500.1.1,507
Solyc03g117510.2.1,1341
Solyc03g117520.1.1,1857
Solyc03g117530.1.1,909
Solyc03g117550.1.1,2103
Solyc03g117560.2.1,501
Solyc03g117570.2.1,1824
Solyc03g117580.2.1,261
Solyc03g117590.2.1,486
Solyc03g117600.2.1,1308
Solyc03g117630.1.1,1965
Solyc03g117640.1.1,1218
Solyc03g117650.2.1,651
Solyc03g117660.2.1,2172
Solyc03g117670.2.1,636
Solyc03g117680.2.1,1605
Solyc03g117690.2.1,1431
Solyc03g117730.2.1,1221
Solyc03g117740.2.1,909
Solyc03g117750.2.1,1464
Solyc03g117770.2.1,1242
Solyc03g117780.2.1,1101
Solyc03g117810.2.1,792
Solyc03g117820.1.1,1257
Solyc03g117830.1.1,180
Solyc03g117850.2.1,1329
Solyc03g117870.2.1,1638
Solyc03g117890.2.1,864
Solyc03g117900.2.1,216
Solyc03g117930.2.1,1767
Solyc03g117940.2.1,861
Solyc03g117950.2.1,2895
Solyc03g117960.2.1,2055
Solyc03g117970.2.1,2979
Solyc03g117980.2.1,2817
Solyc03g117990.1.1,1956
Solyc03g118010.2.1,2871
Solyc03g118020.2.1,2871
Solyc03g118030.2.1,1875
Solyc03g118040.2.1,1617
Solyc03g118070.2.1,1401
Solyc03g118080.2.1,1617
Solyc03g118090.2.1,1509
Solyc03g118110.2.1,555
Solyc03g118120.2.1,684
Solyc03g118130.2.1,477
Solyc03g118140.2.1,213
Solyc03g118150.2.1,816
Solyc03g118160.1.1,1290
Solyc03g118170.2.1,1866
Solyc03g118180.2.1,204
Solyc03g118200.2.1,1743
Solyc03g118210.2.1,366
Solyc03g118220.1.1,1392
Solyc03g118240.2.1,984
Solyc03g118250.2.1,1122
Solyc03g118270.1.1,1092
Solyc03g118280.1.1,3108
Solyc03g118290.2.1,2541
Solyc03g118300.1.1,270
Solyc03g118310.2.1,1587
Solyc03g118320.1.1,1752
Solyc03g118340.2.1,2781
Solyc03g118350.2.1,2778
Solyc03g118370.2.1,1368
Solyc03g118380.1.1,474
Solyc03g118390.2.1,1704
Solyc03g118410.2.1,402
Solyc03g118420.2.1,3114
Solyc03g118430.2.1,3732
Solyc03g118470.2.1,708
Solyc03g118480.2.1,810
Solyc03g118490.2.1,879
Solyc03g118500.2.1,1599
Solyc03g118510.2.1,1986
Solyc03g118520.2.1,348
Solyc03g118530.2.1,3885
Solyc03g118540.2.1,981
Solyc03g118550.2.1,1161
Solyc03g118570.2.1,861
Solyc03g118610.2.1,1161
Solyc03g118620.2.1,3294
Solyc03g118630.2.1,606
Solyc03g118640.2.1,4032
Solyc03g118650.2.1,1008
Solyc03g118660.2.1,939
Solyc03g118670.2.1,2031
Solyc03g118680.2.1,1224
Solyc03g118690.2.1,1773
Solyc03g118700.2.1,1284
Solyc03g118720.2.1,498
Solyc03g118740.2.1,1836
Solyc03g118750.2.1,1476
Solyc03g118770.2.1,1182
Solyc03g118780.2.1,738
Solyc03g118790.1.1,2109
Solyc03g118800.2.1,1095
Solyc03g118810.1.1,495
Solyc03g118830.2.1,915
Solyc03g118840.2.1,1164
Solyc03g118860.2.1,1332
Solyc03g118880.2.1,123
Solyc03g118890.2.1,912
Solyc03g118910.1.1,1620
Solyc03g118920.2.1,3606
Solyc03g118970.2.1,1488
Solyc03g119000.1.1,216
Solyc03g119010.2.1,723
Solyc03g119030.2.1,864
Solyc03g119040.2.1,981
Solyc03g119050.2.1,3213
Solyc03g119070.2.1,1635
Solyc03g119080.2.1,1545
Solyc03g119090.2.1,1830
Solyc03g119110.2.1,993
Solyc03g119120.2.1,2298
Solyc03g119130.2.1,1557
Solyc03g119140.2.1,3096
Solyc03g119150.2.1,783
Solyc03g119160.2.1,321
Solyc03g119170.2.1,1311
Solyc03g119200.2.1,1350
Solyc03g119220.2.1,2889
Solyc03g119270.1.1,2913
Solyc03g119280.2.1,1515
Solyc03g119290.2.1,1767
Solyc03g119300.2.1,3711
Solyc03g119310.2.1,519
Solyc03g119330.2.1,1548
Solyc03g119340.2.1,1188
Solyc03g119360.2.1,576
Solyc03g119380.1.1,354
Solyc03g119400.2.1,2073
Solyc03g119420.2.1,795
Solyc03g119430.2.1,1137
Solyc03g119440.2.1,2514
Solyc03g119450.2.1,2463
Solyc03g119460.2.1,864
Solyc03g119480.2.1,528
Solyc03g119490.2.1,1065
Solyc03g119520.2.1,525
Solyc03g119530.2.1,744
Solyc03g119540.2.1,1227
Solyc03g119570.1.1,1257
Solyc03g119610.1.1,732
Solyc03g119640.2.1,1830
Solyc03g119650.2.1,3648
Solyc03g119690.1.1,1605
Solyc03g119700.2.1,480
Solyc03g119710.2.1,1305
Solyc03g119720.2.1,2103
Solyc03g119730.2.1,1833
Solyc03g119740.2.1,900
Solyc03g119750.2.1,1980
Solyc03g119760.2.1,1398
Solyc03g119780.2.1,4530
Solyc03g119790.2.1,1419
Solyc03g119820.1.1,498
Solyc03g119830.2.1,2055
Solyc03g119840.2.1,633
Solyc03g119860.2.1,954
Solyc03g119870.2.1,1866
Solyc03g119890.2.1,1719
Solyc03g119920.1.1,3156
Solyc03g119930.1.1,1377
Solyc03g119940.2.1,2442
Solyc03g119950.1.1,2631
Solyc03g119960.2.1,1290
Solyc03g119970.2.1,1878
Solyc03g119980.2.1,984
Solyc03g119990.2.1,1986
Solyc03g120000.2.1,1278
Solyc03g120010.2.1,1071
Solyc03g120040.2.1,777
Solyc03g120070.2.1,1740
Solyc03g120080.2.1,2001
Solyc03g120090.1.1,918
Solyc03g120130.2.1,1005
Solyc03g120140.2.1,864
Solyc03g120150.2.1,666
Solyc03g120200.1.1,3123
Solyc03g120230.2.1,2154
Solyc03g120240.2.1,528
Solyc03g120270.2.1,2754
Solyc03g120280.1.1,1350
Solyc03g120300.2.1,2067
Solyc03g120310.2.1,2136
Solyc03g120340.2.1,2130
Solyc03g120350.2.1,2694
Solyc03g120370.1.1,393
Solyc03g120410.1.1,477
Solyc03g120420.2.1,162
Solyc03g120430.2.1,1359
Solyc03g120440.1.1,1377
Solyc03g120450.2.1,1185
Solyc03g120460.2.1,3111
Solyc03g120470.2.1,3795
Solyc03g120480.2.1,1515
Solyc03g120490.2.1,1287
Solyc03g120500.2.1,837
Solyc03g120510.1.1,687
Solyc03g120530.2.1,879
Solyc03g120540.2.1,594
Solyc03g120550.2.1,1923
Solyc03g120560.2.1,1812
Solyc03g120610.2.1,477
Solyc03g120620.2.1,2328
Solyc03g120630.2.1,477
Solyc03g120640.2.1,438
Solyc03g120670.2.1,942
Solyc03g120680.2.1,936
Solyc03g120690.2.1,285
Solyc03g120700.2.1,3222
Solyc03g120710.2.1,933
Solyc03g120720.2.1,1617
Solyc03g120730.2.1,1449
Solyc03g120740.1.1,501
Solyc03g120750.2.1,618
Solyc03g120760.2.1,1746
Solyc03g120770.2.1,3399
Solyc03g120780.2.1,288
Solyc03g120810.2.1,2115
Solyc03g120820.2.1,300
Solyc03g120840.1.1,750
Solyc03g120850.2.1,1818
Solyc03g120870.2.1,627
Solyc03g120880.2.1,1509
Solyc03g120890.2.1,1053
Solyc03g120900.1.1,906
Solyc03g120910.2.1,2511
Solyc03g120940.2.1,915
Solyc03g120950.2.1,393
Solyc03g120980.2.1,4503
Solyc03g120990.2.1,1929
Solyc03g121000.2.1,981
Solyc03g121010.2.1,210
Solyc03g121020.2.1,2097
Solyc03g121030.1.1,3423
Solyc03g121040.2.1,972
Solyc03g121050.2.1,1992
Solyc03g121060.2.1,864
Solyc03g121070.2.1,1497
Solyc03g121080.2.1,1989
Solyc03g121090.2.1,426
Solyc03g121110.2.1,1992
Solyc03g121120.2.1,1767
Solyc03g121130.2.1,597
Solyc03g121180.2.1,1080
Solyc03g121210.2.1,699
Solyc03g121250.2.1,852
Solyc03g121260.2.1,1710
Solyc03g121270.2.1,1338
Solyc03g121280.2.1,1158
Solyc03g121290.2.1,1620
Solyc03g121300.2.1,606
Solyc03g121310.2.1,741
Solyc03g121320.2.1,2112
Solyc03g121330.2.1,432
Solyc03g121360.1.1,612
Solyc03g121370.2.1,390
Solyc03g121380.2.1,3690
Solyc03g121400.1.1,633
Solyc03g121410.2.1,1554
Solyc03g121440.2.1,2196
Solyc03g121450.2.1,837
Solyc03g121460.1.1,549
Solyc03g121480.2.1,597
Solyc03g121490.2.1,207
Solyc03g121500.2.1,753
Solyc03g121520.2.1,549
Solyc03g121530.2.1,711
Solyc03g121540.2.1,2517
Solyc03g121550.2.1,453
Solyc03g121560.2.1,1074
Solyc03g121570.2.1,1911
Solyc03g121580.2.1,1383
Solyc03g121590.2.1,2448
Solyc03g121600.2.1,1329
Solyc03g121610.2.1,2661
Solyc03g121620.1.1,804
Solyc03g121630.2.1,2226
Solyc03g121640.2.1,1722
Solyc03g121650.2.1,1743
Solyc03g121660.2.1,1629
Solyc03g121700.2.1,1119
Solyc03g121710.2.1,810
Solyc03g121720.2.1,1149
Solyc03g121730.2.1,1179
Solyc03g121760.2.1,1290
Solyc03g121800.2.1,555
Solyc03g121820.2.1,1413
Solyc03g121830.1.1,1296
Solyc03g121840.2.1,1008
Solyc03g121850.2.1,1671
Solyc03g121860.1.1,573
Solyc03g121870.2.1,807
Solyc03g121880.2.1,1635
Solyc03g121890.1.1,1752
Solyc03g121900.1.1,321
Solyc03g121910.1.1,1560
Solyc03g121920.2.1,1044
Solyc03g121930.2.1,831
Solyc03g121940.2.1,726
Solyc03g121950.2.1,1902
Solyc03g121960.2.1,2007
Solyc03g121970.1.1,1227
Solyc03g121980.2.1,1164
Solyc03g121990.2.1,1809
Solyc03g122000.2.1,792
Solyc03g122010.1.1,420
Solyc03g122020.2.1,1929
Solyc03g122030.1.1,1092
Solyc03g122040.2.1,2805
Solyc03g122090.2.1,657
Solyc03g122120.2.1,1677
Solyc03g122170.2.1,1032
Solyc03g122180.2.1,1254
Solyc03g122190.2.1,930
Solyc03g122240.2.1,1761
Solyc03g122250.2.1,1542
Solyc03g122260.2.1,387
Solyc03g122270.2.1,2235
Solyc03g122290.2.1,1266
Solyc03g122300.1.1,486
Solyc03g122310.2.1,1596
Solyc03g122340.2.1,2727
Solyc03g122370.2.1,2667
Solyc03g123370.2.1,2166
Solyc03g123390.2.1,1113
Solyc03g123400.1.1,1629
Solyc03g123420.1.1,477
Solyc03g123430.2.1,1542
Solyc03g123440.2.1,4617
Solyc03g123490.1.1,2349
Solyc03g123500.2.1,1161
Solyc03g123520.2.1,2469
Solyc03g123530.2.1,3150
Solyc03g123540.2.1,435
Solyc03g123560.2.1,657
Solyc03g123570.2.1,5349
Solyc03g123590.2.1,1401
Solyc03g123600.2.1,1455
Solyc03g123610.2.1,1821
Solyc03g123620.2.1,1704
Solyc03g123630.2.1,1752
Solyc03g123640.2.1,2289
Solyc03g123660.2.1,720
Solyc03g123670.2.1,507
Solyc03g123700.2.1,1854
Solyc03g123710.2.1,258
Solyc03g123720.2.1,1014
Solyc03g123730.2.1,1287
Solyc03g123740.2.1,2133
Solyc03g123750.2.1,1677
Solyc03g123760.2.1,1752
Solyc03g123780.2.1,2784
Solyc03g123790.2.1,1152
Solyc03g123800.1.1,1080
Solyc03g123830.2.1,1884
Solyc03g123840.2.1,963
Solyc03g123850.2.1,168
Solyc03g123860.2.1,3315
Solyc03g123870.2.1,2319
Solyc03g123880.2.1,867
Solyc03g123890.2.1,3144
Solyc03g123900.2.1,1740
Solyc03g123910.2.1,1230
Solyc03g123920.2.1,1332
Solyc03g123930.1.1,228
Solyc03g123950.2.1,747
Solyc03g123960.2.1,1593
Solyc03g123980.2.1,2988
Solyc03g123990.2.1,1104
Solyc03g124000.1.1,2208
Solyc03g124010.2.1,4506
Solyc03g124030.2.1,1335
Solyc03g124040.2.1,1725
Solyc03g124060.2.1,1281
Solyc04g005010.2.1,855
Solyc04g005030.2.1,1791
Solyc04g005040.1.1,1092
Solyc04g005050.1.1,1104
Solyc04g005060.2.1,1125
Solyc04g005070.2.1,1722
Solyc04g005080.2.1,1176
Solyc04g005090.2.1,843
Solyc04g005100.2.1,810
Solyc04g005120.2.1,564
Solyc04g005130.2.1,684
Solyc04g005140.2.1,1065
Solyc04g005160.1.1,1416
Solyc04g005190.2.1,3168
Solyc04g005270.1.1,1923
Solyc04g005280.2.1,948
Solyc04g005290.2.1,1599
Solyc04g005300.2.1,522
Solyc04g005310.2.1,591
Solyc04g005330.2.1,1482
Solyc04g005340.2.1,1074
Solyc04g005350.2.1,504
Solyc04g005380.2.1,1155
Solyc04g005420.2.1,924
Solyc04g005450.2.1,1947
Solyc04g005460.1.1,1593
Solyc04g005480.1.1,513
Solyc04g005490.2.1,1671
Solyc04g005500.2.1,3141
Solyc04g005510.2.1,480
Solyc04g005520.2.1,984
Solyc04g005530.2.1,993
Solyc04g005540.2.1,4239
Solyc04g005560.2.1,4332
Solyc04g005570.2.1,648
Solyc04g005580.1.1,441
Solyc04g005590.2.1,399
Solyc04g005600.1.1,996
Solyc04g005630.2.1,1623
Solyc04g005650.1.1,1053
Solyc04g005670.1.1,1215
Solyc04g005680.2.1,594
Solyc04g005690.2.1,2307
Solyc04g005730.2.1,1752
Solyc04g005770.1.1,1848
Solyc04g005820.2.1,963
Solyc04g005860.2.1,1446
Solyc04g005900.2.1,1269
Solyc04g005910.2.1,1863
Solyc04g006930.2.1,2403
Solyc04g006940.2.1,3579
Solyc04g006970.2.1,3153
Solyc04g007020.2.1,1134
Solyc04g007030.2.1,2655
Solyc04g007060.2.1,2640
Solyc04g007070.2.1,2610
Solyc04g007080.2.1,933
Solyc04g007100.2.1,1578
Solyc04g007110.2.1,1023
Solyc04g007120.2.1,1230
Solyc04g007180.1.1,1008
Solyc04g007200.2.1,615
Solyc04g007220.2.1,528
Solyc04g007230.2.1,972
Solyc04g007270.2.1,2112
Solyc04g007280.2.1,2985
Solyc04g007340.2.1,780
Solyc04g007350.2.1,780
Solyc04g007360.1.1,498
Solyc04g007370.2.1,1245
Solyc04g007410.2.1,453
Solyc04g007420.2.1,1008
Solyc04g007450.2.1,1773
Solyc04g007460.2.1,2049
Solyc04g007480.1.1,159
Solyc04g007510.2.1,3465
Solyc04g007530.2.1,1446
Solyc04g007550.2.1,1689
Solyc04g007560.2.1,2727
Solyc04g007600.2.1,786
Solyc04g007610.2.1,1545
Solyc04g007640.2.1,1944
Solyc04g007650.2.1,4965
Solyc04g007660.1.1,1110
Solyc04g007700.2.1,372
Solyc04g007710.2.1,1539
Solyc04g007720.2.1,1749
Solyc04g007730.2.1,750
Solyc04g007840.2.1,435
Solyc04g007850.2.1,897
Solyc04g007860.2.1,1692
Solyc04g007870.2.1,2499
Solyc04g007880.2.1,1200
Solyc04g007890.2.1,540
Solyc04g007900.2.1,561
Solyc04g007910.2.1,1518
Solyc04g007950.2.1,849
Solyc04g007970.2.1,483
Solyc04g007980.2.1,1101
Solyc04g008010.2.1,2079
Solyc04g008020.2.1,1059
Solyc04g008030.1.1,1950
Solyc04g008040.2.1,1854
Solyc04g008050.2.1,1965
Solyc04g008060.2.1,720
Solyc04g008090.2.1,642
Solyc04g008110.2.1,2982
Solyc04g008220.2.1,645
Solyc04g008230.2.1,1473
Solyc04g008240.2.1,1926
Solyc04g008260.2.1,987
Solyc04g008280.2.1,756
Solyc04g008290.2.1,1803
Solyc04g008300.1.1,1602
Solyc04g008310.1.1,1413
Solyc04g008330.1.1,1344
Solyc04g008340.2.1,1470
Solyc04g008360.2.1,2172
Solyc04g008380.2.1,876
Solyc04g008400.1.1,3903
Solyc04g008410.1.1,2331
Solyc04g008450.2.1,2142
Solyc04g008460.2.1,615
Solyc04g008480.1.1,894
Solyc04g008490.1.1,303
Solyc04g008510.2.1,1401
Solyc04g008520.2.1,1020
Solyc04g008540.2.1,888
Solyc04g008550.2.1,2055
Solyc04g008560.2.1,1362
Solyc04g008570.2.1,1965
Solyc04g008580.2.1,354
Solyc04g008590.2.1,1227
Solyc04g008600.2.1,891
Solyc04g008610.2.1,4953
Solyc04g008620.2.1,2058
Solyc04g008630.2.1,2700
Solyc04g008640.2.1,2340
Solyc04g008650.2.1,2004
Solyc04g008660.2.1,2346
Solyc04g008680.2.1,4092
Solyc04g008690.2.1,915
Solyc04g008700.2.1,3123
Solyc04g008710.2.1,519
Solyc04g008720.2.1,2433
Solyc04g008730.2.1,1257
Solyc04g008740.2.1,1533
Solyc04g008750.2.1,351
Solyc04g008760.1.1,1134
Solyc04g008770.2.1,462
Solyc04g008780.2.1,1017
Solyc04g008790.1.1,834
Solyc04g008800.2.1,555
Solyc04g008810.2.1,387
Solyc04g008820.2.1,648
Solyc04g008830.1.1,1782
Solyc04g008840.2.1,1809
Solyc04g008850.1.1,1440
Solyc04g008860.2.1,1296
Solyc04g008870.2.1,804
Solyc04g008880.2.1,1554
Solyc04g008890.2.1,264
Solyc04g008900.2.1,1281
Solyc04g008910.1.1,2934
Solyc04g008920.1.1,642
Solyc04g008980.2.1,1263
Solyc04g008990.2.1,1122
Solyc04g009000.1.1,2130
Solyc04g009010.1.1,594
Solyc04g009020.2.1,2046
Solyc04g009030.2.1,1200
Solyc04g009050.2.1,1464
Solyc04g009060.2.1,1167
Solyc04g009140.2.1,681
Solyc04g009150.1.1,2535
Solyc04g009160.2.1,1095
Solyc04g009170.1.1,930
Solyc04g009180.1.1,801
Solyc04g009190.2.1,588
Solyc04g009200.2.1,1449
Solyc04g009210.1.1,1680
Solyc04g009220.1.1,2559
Solyc04g009230.2.1,429
Solyc04g009250.1.1,2523
Solyc04g009280.1.1,255
Solyc04g009300.2.1,1998
Solyc04g009310.2.1,711
Solyc04g009320.2.1,1131
Solyc04g009330.2.1,864
Solyc04g009340.2.1,1689
Solyc04g009350.2.1,1245
Solyc04g009360.2.1,1311
Solyc04g009370.2.1,732
Solyc04g009400.2.1,1035
Solyc04g009410.2.1,615
Solyc04g009420.2.1,735
Solyc04g009430.2.1,1158
Solyc04g009440.2.1,906
Solyc04g009450.1.1,1800
Solyc04g009470.2.1,624
Solyc04g009500.2.1,1731
Solyc04g009510.2.1,2736
Solyc04g009520.2.1,261
Solyc04g009530.2.1,888
Solyc04g009540.1.1,690
Solyc04g009550.2.1,768
Solyc04g009560.2.1,2487
Solyc04g009570.2.1,219
Solyc04g009580.2.1,930
Solyc04g009600.2.1,1650
Solyc04g009620.2.1,1296
Solyc04g009630.2.1,1950
Solyc04g009650.2.1,1257
Solyc04g009660.2.1,2511
Solyc04g009690.1.1,2505
Solyc04g009700.2.1,768
Solyc04g009720.1.1,1023
Solyc04g009730.2.1,1575
Solyc04g009740.2.1,1956
Solyc04g009770.2.1,1257
Solyc04g009790.2.1,3768
Solyc04g009800.2.1,1746
Solyc04g009810.2.1,1137
Solyc04g009820.2.1,627
Solyc04g009830.2.1,1083
Solyc04g009840.2.1,354
Solyc04g009880.1.1,408
Solyc04g009890.1.1,750
Solyc04g009900.2.1,840
Solyc04g009910.2.1,834
Solyc04g009920.2.1,1602
Solyc04g009940.2.1,885
Solyc04g009950.2.1,2964
Solyc04g009960.2.1,1080
Solyc04g009970.2.1,2346
Solyc04g009990.2.1,3534
Solyc04g010000.2.1,732
Solyc04g010020.2.1,732
Solyc04g010040.2.1,777
Solyc04g010050.2.1,1698
Solyc04g010060.2.1,312
Solyc04g010070.2.1,1620
Solyc04g010080.2.1,2190
Solyc04g010090.2.1,486
Solyc04g010100.1.1,183
Solyc04g010110.2.1,1530
Solyc04g010120.2.1,1278
Solyc04g010130.1.1,276
Solyc04g010140.1.1,168
Solyc04g010180.2.1,471
Solyc04g010190.1.1,570
Solyc04g010200.1.1,2157
Solyc04g010220.2.1,2148
Solyc04g010230.2.1,1011
Solyc04g010240.2.1,372
Solyc04g010260.2.1,3528
Solyc04g010290.2.1,1206
Solyc04g010300.2.1,360
Solyc04g010310.2.1,3858
Solyc04g010320.1.1,1497
Solyc04g010330.2.1,948
Solyc04g011350.2.1,3063
Solyc04g011360.2.1,651
Solyc04g011370.2.1,432
Solyc04g011380.2.1,5253
Solyc04g011390.1.1,312
Solyc04g011400.2.1,1032
Solyc04g011430.2.1,498
Solyc04g011460.1.1,1527
Solyc04g011500.2.1,1134
Solyc04g011510.2.1,780
Solyc04g011520.2.1,1185
Solyc04g011530.2.1,570
Solyc04g011540.2.1,480
Solyc04g011550.2.1,534
Solyc04g011560.2.1,1413
Solyc04g011580.2.1,3075
Solyc04g011610.1.1,1188
Solyc04g011620.2.1,561
Solyc04g011630.1.1,513
Solyc04g011650.2.1,2004
Solyc04g011670.2.1,1125
Solyc04g011700.1.1,1179
Solyc04g011900.2.1,993
Solyc04g011950.1.1,264
Solyc04g012030.2.1,1164
Solyc04g012040.2.1,1329
Solyc04g012060.2.1,2427
Solyc04g012080.1.1,555
Solyc04g012120.2.1,768
Solyc04g012170.2.1,4551
Solyc04g012180.2.1,669
Solyc04g014210.2.1,5193
Solyc04g014220.1.1,1125
Solyc04g014240.1.1,1206
Solyc04g014250.2.1,903
Solyc04g014260.1.1,744
Solyc04g014270.2.1,1602
Solyc04g014360.2.1,816
Solyc04g014370.2.1,666
Solyc04g014390.2.1,528
Solyc04g014400.2.1,3468
Solyc04g014460.2.1,819
Solyc04g014480.2.1,438
Solyc04g014490.1.1,396
Solyc04g014500.2.1,621
Solyc04g014560.2.1,1335
Solyc04g014570.2.1,1797
Solyc04g014610.2.1,612
Solyc04g014640.1.1,1026
Solyc04g014660.1.1,300
Solyc04g014670.2.1,762
Solyc04g014680.2.1,1305
Solyc04g014700.2.1,279
Solyc04g014710.2.1,525
Solyc04g014720.2.1,690
Solyc04g014730.2.1,1452
Solyc04g014740.1.1,300
Solyc04g014750.1.1,318
Solyc04g014760.2.1,732
Solyc04g014800.2.1,822
Solyc04g014810.2.1,1356
Solyc04g014820.2.1,807
Solyc04g014850.2.1,1155
Solyc04g014870.2.1,3594
Solyc04g014940.1.1,273
Solyc04g014950.2.1,312
Solyc04g014960.2.1,393
Solyc04g014990.1.1,333
Solyc04g015020.2.1,801
Solyc04g015030.2.1,819
Solyc04g015040.2.1,708
Solyc04g015050.2.1,585
Solyc04g015080.2.1,591
Solyc04g015090.1.1,687
Solyc04g015100.2.1,1236
Solyc04g015130.2.1,1824
Solyc04g015150.2.1,1017
Solyc04g015160.2.1,3165
Solyc04g015170.2.1,1272
Solyc04g015180.2.1,345
Solyc04g015190.2.1,1482
Solyc04g015200.2.1,1371
Solyc04g015210.2.1,2769
Solyc04g015270.2.1,2040
Solyc04g015280.2.1,1599
Solyc04g015290.2.1,960
Solyc04g015300.2.1,1473
Solyc04g015330.2.1,741
Solyc04g015340.2.1,1371
Solyc04g015350.2.1,2448
Solyc04g015360.2.1,1014
Solyc04g015370.2.1,387
Solyc04g015400.2.1,1218
Solyc04g015440.2.1,3297
Solyc04g015450.2.1,2046
Solyc04g015470.2.1,2250
Solyc04g015480.2.1,951
Solyc04g015490.2.1,2301
Solyc04g015500.2.1,654
Solyc04g015540.1.1,363
Solyc04g015560.2.1,1878
Solyc04g015570.2.1,834
Solyc04g015580.2.1,2910
Solyc04g015620.2.1,1113
Solyc04g015680.2.1,2916
Solyc04g015690.2.1,2928
Solyc04g015710.2.1,1236
Solyc04g015740.2.1,2112
Solyc04g015750.2.1,4146
Solyc04g015760.2.1,687
Solyc04g015830.2.1,2847
Solyc04g015850.2.1,981
Solyc04g015940.2.1,3489
Solyc04g015950.1.1,2553
Solyc04g015970.2.1,5730
Solyc04g016010.2.1,1614
Solyc04g016050.2.1,1119
Solyc04g016080.1.1,3696
Solyc04g016130.2.1,1605
Solyc04g016160.2.1,1635
Solyc04g016170.1.1,354
